code	0-15 hours	16-30 hours	31-48 hours	49+ hours
E00138013	14	25	107	15
E00138014	9	30	117	24
E00138015	11	24	77	11
E00138016	15	35	145	22
E00138017	12	27	73	12
E00138018	13	20	62	11
E00138019	11	23	65	10
E00138020	13	26	69	22
E00138021	8	19	68	15
E00138022	17	25	145	39
E00138023	10	18	45	8
E00138024	16	38	87	38
E00138025	19	21	109	31
E00138026	22	39	169	26
E00138027	9	24	129	18
E00138028	11	12	86	20
E00138029	19	36	109	19
E00138030	25	33	123	19
E00138031	7	13	36	13
E00138032	9	13	111	19
E00138033	14	38	131	28
E00138034	14	20	85	18
E00138035	15	38	127	24
E00138036	21	39	115	29
E00138037	14	37	153	25
E00138038	21	31	85	21
E00138039	11	31	108	30
E00138040	11	16	113	20
E00138041	1	12	45	8
E00138042	13	37	152	32
E00138043	9	26	116	21
E00138044	31	35	153	25
E00138045	14	26	96	17
E00138046	24	37	139	22
E00138047	12	24	118	11
E00138048	18	26	119	15
E00138049	12	23	167	23
E00138050	16	21	152	20
E00138051	22	49	128	21
E00138052	11	35	105	19
E00138053	14	35	120	30
E00138054	19	24	138	25
E00138055	11	28	85	12
E00138056	9	29	66	15
E00138057	17	30	132	23
E00138058	14	38	118	23
E00138059	5	15	113	13
E00138060	6	10	50	7
E00138061	8	19	48	13
E00138062	6	23	70	15
E00138063	6	28	75	13
E00138064	12	41	120	21
E00138065	22	39	116	23
E00138066	13	18	67	20
E00138067	11	23	71	17
E00138068	18	34	149	23
E00138069	16	25	83	14
E00138070	16	18	82	14
E00138071	17	27	62	23
E00138072	12	21	70	11
E00138073	13	32	106	16
E00138074	16	37	85	12
E00138075	11	22	61	13
E00138076	8	20	122	18
E00138077	11	27	110	22
E00138078	14	29	72	20
E00138079	25	67	127	41
E00138080	10	29	82	31
E00138081	21	30	92	28
E00138082	14	35	91	17
E00138083	19	35	80	16
E00138084	16	37	77	16
E00138085	16	29	104	22
E00138086	13	25	85	13
E00138087	17	46	104	30
E00138088	22	39	132	24
E00138089	13	16	53	9
E00138090	23	29	66	11
E00138091	24	32	88	17
E00138092	16	27	78	15
E00138093	20	35	65	13
E00138094	11	19	87	14
E00138095	14	34	90	14
E00138096	10	19	43	5
E00138097	21	26	71	9
E00138098	22	18	56	12
E00138099	14	24	66	11
E00138100	18	21	85	17
E00138101	14	21	105	14
E00138102	19	37	109	19
E00138103	26	32	94	14
E00138104	19	49	111	27
E00138105	7	28	69	10
E00138106	17	25	99	14
E00138107	20	32	91	21
E00138108	16	21	80	8
E00138109	16	31	98	17
E00138110	23	33	95	16
E00138111	16	37	90	20
E00138112	25	40	88	21
E00138113	22	34	94	16
E00138114	9	31	79	19
E00138115	18	39	85	16
E00138116	10	21	80	21
E00138117	22	54	183	16
E00138118	24	36	120	22
E00138119	11	37	67	6
E00138121	10	34	112	14
E00138122	18	24	100	15
E00138123	24	23	127	15
E00138124	10	13	69	21
E00138125	11	19	126	17
E00138126	13	15	130	15
E00138127	7	12	56	14
E00138128	21	21	95	14
E00138129	18	35	114	16
E00138130	7	30	106	21
E00138131	15	28	75	7
E00138132	5	25	112	11
E00138133	12	19	95	19
E00138134	11	16	98	25
E00138135	9	17	60	7
E00138136	10	44	160	29
E00138137	19	28	115	9
E00138138	23	47	122	19
E00138139	16	28	145	20
E00138142	6	10	44	6
E00138143	14	31	84	13
E00138144	6	37	91	18
E00138145	6	7	42	3
E00138146	5	25	102	19
E00138147	6	10	107	5
E00138148	13	23	96	20
E00138149	10	19	77	8
E00138150	7	19	51	3
E00138151	7	17	82	9
E00138152	9	15	57	11
E00138153	12	22	116	12
E00138154	6	25	99	19
E00138155	9	31	107	13
E00138156	11	34	146	34
E00138157	16	22	108	24
E00138158	8	30	146	10
E00138160	9	29	124	17
E00138162	9	37	135	21
E00138163	13	22	99	12
E00138164	17	24	131	19
E00138165	8	28	102	24
E00138166	8	31	99	21
E00138167	8	34	68	16
E00138168	19	30	83	21
E00138169	14	45	160	33
E00138170	8	24	82	12
E00138171	12	30	79	10
E00138172	14	26	96	16
E00138173	8	23	67	11
E00138174	15	30	101	20
E00138175	12	29	63	7
E00138176	10	13	84	9
E00138177	16	29	116	27
E00138178	14	43	169	41
E00138179	7	28	108	19
E00138180	14	30	101	25
E00138181	19	29	103	16
E00138182	12	35	159	25
E00138183	26	41	151	44
E00138184	23	37	152	24
E00138185	6	6	45	10
E00138186	23	32	138	35
E00138187	7	16	125	13
E00138188	7	38	77	23
E00138189	9	25	132	22
E00138190	8	25	120	13
E00138191	15	30	97	20
E00138192	9	23	77	14
E00138193	11	34	74	18
E00138194	7	34	111	34
E00138195	21	32	109	31
E00138196	17	43	118	24
E00138197	17	21	106	22
E00138198	19	37	165	37
E00138199	13	30	137	19
E00138200	12	30	78	31
E00138201	21	38	148	27
E00138202	13	24	139	25
E00138203	22	29	103	23
E00138204	14	28	138	26
E00138205	12	22	116	16
E00138206	9	28	105	14
E00138207	11	34	138	33
E00138208	6	17	45	17
E00138209	13	28	112	31
E00138210	22	35	104	28
E00138211	7	23	73	9
E00138212	16	32	91	12
E00138213	11	17	87	10
E00138214	9	19	94	16
E00138215	9	36	105	9
E00138216	12	28	61	13
E00138217	17	33	93	8
E00138218	9	27	84	11
E00138219	9	32	83	14
E00138220	11	31	98	19
E00138221	21	36	80	11
E00138222	9	23	73	9
E00138223	11	32	94	12
E00138224	19	35	109	28
E00138225	7	25	82	8
E00138226	25	32	99	34
E00138227	14	41	80	20
E00138228	21	40	86	5
E00138229	6	26	70	10
E00138230	9	29	75	7
E00138231	10	24	68	10
E00138232	20	42	145	39
E00138233	12	24	84	11
E00138234	16	18	83	22
E00138235	12	25	61	8
E00138236	6	20	61	9
E00138237	12	36	88	6
E00138238	8	23	93	7
E00138239	22	37	85	23
E00138240	18	28	116	21
E00138241	10	31	99	11
E00138242	18	25	90	12
E00138243	9	35	96	20
E00138244	17	37	136	25
E00138245	19	37	120	20
E00138246	12	28	103	28
E00138247	16	34	99	24
E00138248	4	33	93	22
E00138249	11	24	120	21
E00138250	9	24	89	27
E00138251	8	26	89	14
E00138252	8	33	86	15
E00138254	16	28	90	20
E00138255	16	30	66	11
E00138256	11	25	68	12
E00138257	9	23	82	6
E00138258	10	20	53	7
E00138259	23	34	111	26
E00138260	15	43	100	22
E00138261	12	31	104	24
E00138262	7	20	69	15
E00138263	8	31	78	15
E00138264	15	28	91	17
E00138265	18	33	118	11
E00138266	14	28	85	14
E00138267	11	18	41	9
E00138268	17	29	77	21
E00138269	10	21	81	16
E00138270	5	15	45	6
E00138271	16	41	95	18
E00138272	11	40	82	19
E00138273	10	17	68	15
E00138274	5	29	78	14
E00138275	9	31	92	18
E00138276	3	21	58	14
E00138277	14	32	99	22
E00138278	6	19	63	11
E00138279	7	6	53	6
E00138280	14	22	70	15
E00138281	12	20	70	11
E00138282	10	20	74	13
E00138283	9	20	56	8
E00138284	10	30	89	28
E00138285	5	26	101	17
E00138286	17	30	87	19
E00138287	9	23	58	16
E00138288	19	26	73	23
E00138289	23	28	84	22
E00138290	8	12	39	12
E00138291	8	30	84	15
E00138292	10	32	122	17
E00138293	19	30	104	13
E00138294	12	16	97	23
E00138295	9	29	65	12
E00138296	11	29	86	15
E00138297	13	22	143	19
E00138298	17	18	94	16
E00138299	12	33	100	17
E00138300	17	27	73	18
E00138301	13	32	92	16
E00138302	24	32	75	8
E00138303	20	29	106	22
E00138304	8	24	78	6
E00138305	7	18	82	7
E00138306	15	32	106	24
E00138307	17	20	146	17
E00138308	8	30	97	16
E00138309	14	33	112	15
E00138310	17	21	99	9
E00138311	11	21	106	21
E00138312	17	22	107	30
E00138313	17	27	66	17
E00138314	6	21	77	23
E00138315	34	31	85	12
E00138316	20	31	110	25
E00138317	20	48	204	43
E00138318	22	26	161	32
E00138319	17	35	103	39
E00138320	16	19	109	34
E00138321	19	25	102	11
E00138322	9	15	91	17
E00138323	10	29	84	15
E00138324	13	33	114	22
E00138325	23	38	92	17
E00138326	13	21	57	12
E00138327	16	39	112	28
E00138328	15	47	110	18
E00138329	11	19	64	17
E00138330	16	27	74	14
E00138331	17	27	102	13
E00138332	16	30	90	17
E00138333	9	14	52	7
E00138334	22	21	63	17
E00138335	10	16	63	18
E00138336	17	15	63	18
E00138337	7	9	54	10
E00138338	6	15	74	12
E00138339	22	31	125	26
E00138340	18	22	108	11
E00138341	23	44	109	27
E00138342	24	29	110	9
E00138343	26	22	97	29
E00138344	18	28	118	22
E00138345	16	34	129	20
E00138346	25	57	179	23
E00138347	15	23	105	19
E00138348	12	22	90	11
E00138349	16	40	117	12
E00138350	15	39	68	5
E00138351	15	35	97	21
E00138352	11	19	71	7
E00138353	14	39	93	16
E00138354	7	37	82	7
E00138355	6	18	68	4
E00138356	6	23	97	7
E00138357	12	40	101	14
E00138358	13	39	111	18
E00138359	9	34	77	17
E00138360	10	22	69	0
E00138361	4	22	63	15
E00138362	29	34	108	14
E00138363	11	47	97	12
E00138364	11	37	107	13
E00138365	7	28	74	5
E00138366	12	25	107	11
E00138367	4	11	39	4
E00138368	16	37	79	5
E00138369	3	14	45	9
E00138370	7	25	84	13
E00138371	10	20	108	12
E00138372	5	34	83	12
E00138373	5	25	71	8
E00138374	8	26	114	12
E00138375	20	44	81	9
E00138376	15	38	102	47
E00138377	24	28	79	26
E00138378	17	23	77	47
E00138379	16	29	92	33
E00138380	13	36	74	28
E00138381	16	33	77	24
E00138382	6	26	80	12
E00138383	12	22	55	9
E00138385	17	28	95	28
E00138386	21	31	73	14
E00138387	18	15	85	21
E00138389	26	65	181	55
E00138390	29	57	194	57
E00138391	18	49	144	35
E00138392	19	42	137	37
E00138393	15	40	139	20
E00138394	33	58	170	35
E00138395	18	36	113	17
E00138397	21	38	121	40
E00138398	20	33	109	30
E00138399	22	40	119	26
E00138400	14	23	73	23
E00138401	24	25	92	28
E00138402	17	42	97	27
E00138403	10	31	78	17
E00138404	14	37	137	29
E00138405	11	21	79	8
E00138406	15	43	190	35
E00138407	13	23	92	18
E00138408	13	18	84	14
E00138409	14	27	77	26
E00138410	24	26	96	22
E00138411	14	31	96	19
E00138412	7	23	87	17
E00138413	5	25	131	25
E00138414	14	32	78	15
E00138415	15	25	88	13
E00138416	24	26	112	23
E00138417	14	24	116	19
E00138418	16	35	66	8
E00138419	15	41	112	30
E00138420	23	41	129	36
E00138421	17	34	86	15
E00138422	17	41	97	28
E00138423	11	30	79	25
E00138424	9	20	62	12
E00138425	10	32	96	21
E00138426	8	40	120	19
E00138427	7	30	74	14
E00138428	9	33	95	13
E00138429	7	28	110	17
E00138431	9	20	58	13
E00138432	9	17	78	10
E00138433	9	38	105	25
E00138434	11	40	155	32
E00138435	13	22	76	15
E00138436	14	40	113	27
E00138437	6	17	58	17
E00138438	12	23	87	15
E00138439	8	20	71	7
E00138440	14	32	87	23
E00138441	26	36	102	19
E00138442	4	21	85	13
E00138443	4	24	77	11
E00138444	9	35	102	13
E00138445	12	38	132	33
E00138446	8	25	89	18
E00138447	12	19	81	18
E00138449	8	15	70	10
E00138450	16	23	40	8
E00138451	10	28	83	20
E00138452	6	29	93	13
E00138453	15	21	103	17
E00138454	12	24	54	13
E00138455	16	32	82	13
E00138456	4	13	69	12
E00138457	14	40	127	18
E00138458	19	39	119	21
E00138459	20	35	121	26
E00138460	10	29	84	26
E00138461	10	18	75	10
E00138462	9	13	83	16
E00138463	13	32	92	18
E00138464	9	30	103	16
E00138465	22	37	129	25
E00138466	18	48	200	23
E00138467	15	32	73	17
E00138468	14	25	68	8
E00138469	7	26	61	9
E00138470	14	20	43	12
E00138471	16	32	129	23
E00138472	16	39	71	15
E00138473	5	20	56	8
E00138474	12	24	70	7
E00138475	12	31	77	17
E00138476	13	28	96	21
E00138477	9	23	67	17
E00138478	11	20	76	13
E00138479	14	31	73	9
E00138480	15	27	82	15
E00138481	12	25	54	9
E00138482	20	22	70	12
E00138483	24	23	84	19
E00138484	15	28	135	16
E00138485	20	26	143	15
E00138486	8	17	143	23
E00138487	15	34	119	28
E00138488	10	21	104	17
E00138489	31	28	160	24
E00138490	27	29	126	14
E00138491	23	31	148	22
E00138492	19	22	106	17
E00138493	11	27	73	9
E00138494	15	32	155	33
E00138495	10	17	79	14
E00138496	14	36	172	23
E00138497	6	12	58	7
E00138498	20	41	157	19
E00138499	19	36	102	10
E00138500	10	22	94	16
E00138501	5	28	60	15
E00138502	4	18	113	10
E00138503	10	11	84	7
E00138504	8	28	104	14
E00138505	5	22	55	6
E00138507	13	20	164	22
E00138508	16	27	96	16
E00138509	24	25	205	25
E00138510	11	22	95	17
E00138511	7	24	114	30
E00138512	8	25	135	17
E00138513	20	31	178	38
E00138514	4	13	103	25
E00138516	23	36	90	16
E00138517	17	33	116	24
E00138518	20	29	109	14
E00138519	12	37	71	14
E00138520	11	13	66	10
E00138521	20	40	84	14
E00138522	17	10	61	5
E00138523	21	28	62	8
E00138524	13	24	94	19
E00138525	14	17	74	12
E00138526	11	18	62	15
E00138527	22	36	74	8
E00138528	13	36	90	17
E00138529	12	29	67	5
E00138530	13	32	56	8
E00138531	10	33	76	10
E00138532	22	33	94	6
E00138533	5	11	46	14
E00138534	17	33	90	8
E00138536	18	29	70	15
E00138537	16	31	76	16
E00138538	9	33	124	34
E00138539	13	36	113	26
E00138540	9	32	58	7
E00138541	8	37	76	11
E00138542	5	30	66	10
E00138543	9	24	86	12
E00138544	19	38	128	25
E00138545	5	11	52	8
E00138546	8	25	101	15
E00138547	10	27	50	6
E00138548	5	24	94	15
E00138549	17	31	122	15
E00138550	18	50	159	27
E00138551	18	18	66	14
E00138552	7	11	68	9
E00138553	10	33	104	8
E00138554	9	20	70	9
E00138555	16	30	104	20
E00138556	8	23	83	15
E00138558	17	31	126	23
E00138559	15	26	97	14
E00138560	10	18	97	22
E00138561	5	29	110	23
E00138562	6	23	116	23
E00138563	2	0	31	4
E00138564	16	44	233	38
E00138565	15	24	74	12
E00138566	11	21	78	7
E00138567	8	32	78	7
E00138568	11	24	69	13
E00138569	13	32	86	28
E00138570	19	34	71	13
E00138571	18	40	94	27
E00138572	14	33	131	24
E00138573	11	22	64	12
E00138574	7	25	73	18
E00138575	7	21	55	5
E00138576	10	24	82	8
E00138577	14	26	74	9
E00138578	4	37	64	10
E00138579	22	43	108	17
E00138580	14	20	84	13
E00138581	6	17	66	5
E00138582	8	21	56	6
E00138583	8	29	38	5
E00138584	9	31	80	24
E00138585	5	10	31	10
E00138586	8	41	89	5
E00138587	16	25	87	6
E00138588	10	20	67	10
E00138589	10	36	67	12
E00138590	18	46	73	7
E00138591	5	21	63	7
E00138592	13	43	132	17
E00138593	13	28	92	20
E00138594	15	43	148	22
E00138595	16	40	127	20
E00138596	12	20	67	11
E00138597	11	30	119	20
E00138598	12	30	91	12
E00138599	18	30	117	22
E00138600	4	30	109	10
E00138601	6	21	74	5
E00138602	7	29	76	7
E00138603	12	30	100	16
E00138604	15	34	100	9
E00138605	8	22	100	19
E00138606	21	24	96	16
E00138607	8	39	89	7
E00138608	12	31	89	15
E00138609	5	23	85	12
E00138610	15	34	137	17
E00138611	12	32	95	15
E00138612	8	31	75	8
E00138613	11	29	57	7
E00138614	12	27	65	8
E00138615	12	30	92	11
E00138616	7	24	58	5
E00138617	15	37	106	10
E00138618	17	44	99	20
E00138619	16	32	72	10
E00138620	12	21	93	17
E00138622	11	36	133	28
E00138623	5	26	103	22
E00138624	14	35	101	15
E00138625	10	28	118	23
E00138626	14	17	67	15
E00138627	9	32	98	17
E00138628	19	24	113	32
E00138629	21	33	135	31
E00138630	8	33	117	16
E00138631	9	39	126	50
E00138632	14	37	128	30
E00138633	15	45	171	26
E00138634	21	36	93	27
E00138635	18	24	78	28
E00138636	32	38	115	36
E00138637	12	39	107	31
E00138638	11	30	106	16
E00138640	11	32	119	23
E00138641	2	18	105	20
E00138642	12	29	93	29
E00138643	15	15	72	17
E00138644	22	35	89	11
E00138645	21	23	89	32
E00138646	6	7	62	21
E00138647	27	34	82	29
E00138648	26	40	133	34
E00138649	7	20	60	12
E00138650	18	33	92	33
E00138651	19	33	120	36
E00138652	19	33	86	25
E00138653	7	22	104	13
E00138654	16	33	101	27
E00138655	18	32	97	24
E00138656	10	27	120	22
E00138657	14	31	123	22
E00138658	8	17	48	24
E00138659	6	24	83	17
E00138660	16	32	92	16
E00138661	24	21	69	42
E00138662	14	25	92	25
E00138663	21	43	82	28
E00138664	14	22	82	14
E00138665	16	33	79	22
E00138666	16	25	83	6
E00138667	7	25	76	10
E00138668	27	38	114	23
E00138669	25	27	70	35
E00138670	14	43	110	26
E00138671	12	20	67	21
E00138672	17	36	82	27
E00138673	14	24	76	25
E00138674	11	14	35	26
E00138675	22	36	86	44
E00138676	9	12	36	16
E00138677	14	19	60	34
E00138678	11	12	41	16
E00138679	22	30	71	42
E00138680	6	12	21	15
E00138681	27	34	93	58
E00138682	22	29	89	38
E00138683	14	24	87	53
E00138684	15	16	40	13
E00138685	9	33	96	43
E00138686	12	29	98	21
E00138687	5	32	78	24
E00138688	24	58	120	32
E00138689	14	30	87	31
E00138690	6	29	75	11
E00138691	13	14	40	16
E00138692	15	25	85	24
E00138693	24	33	99	40
E00138694	24	43	111	39
E00138695	8	27	67	20
E00138696	16	28	74	28
E00138697	13	36	113	33
E00138698	15	33	93	20
E00138699	17	33	111	24
E00138700	14	30	91	34
E00138701	10	23	66	39
E00138702	19	31	87	26
E00138703	12	26	62	14
E00138704	7	25	79	15
E00138705	9	24	111	26
E00138706	18	30	113	41
E00138707	15	24	85	54
E00138708	18	33	94	20
E00138709	3	10	51	16
E00138710	20	26	117	37
E00138711	18	28	117	29
E00138712	16	34	95	29
E00138713	7	13	59	16
E00138714	18	43	103	35
E00138715	18	32	96	38
E00138716	14	29	82	21
E00138717	18	19	100	31
E00138718	18	22	116	23
E00138719	14	26	116	21
E00138720	25	39	116	37
E00138721	19	28	86	28
E00138722	11	30	91	32
E00138723	13	34	115	36
E00138724	20	32	124	23
E00138725	13	32	109	30
E00138726	26	31	99	29
E00138727	8	29	111	22
E00138728	9	22	115	27
E00138729	32	33	142	32
E00138730	17	39	105	39
E00138731	15	32	108	36
E00138732	21	28	103	22
E00138733	12	24	89	28
E00138734	16	30	92	26
E00138735	12	38	100	17
E00138736	16	27	102	31
E00138737	29	32	121	38
E00138738	16	18	75	10
E00138739	26	37	106	33
E00138740	19	29	98	49
E00138741	16	30	84	18
E00138742	24	40	105	54
E00138743	12	18	51	25
E00138744	15	29	97	24
E00138745	13	26	62	21
E00138746	15	22	55	8
E00138747	12	22	74	22
E00138748	30	36	106	21
E00138749	15	32	73	19
E00138750	8	28	78	14
E00138751	7	18	102	14
E00138752	27	42	120	39
E00138753	16	34	118	31
E00138754	7	21	79	19
E00138756	19	21	85	22
E00138757	25	28	91	42
E00138758	9	22	74	23
E00138759	27	47	134	49
E00138760	9	18	46	8
E00138761	23	38	103	41
E00138762	2	11	48	20
E00138763	13	20	67	27
E00138764	17	30	78	26
E00138765	5	10	59	10
E00138766	19	22	65	11
E00138767	14	20	65	19
E00138768	13	45	96	16
E00138769	10	14	69	21
E00138770	18	29	82	36
E00138771	24	30	86	37
E00138772	8	29	89	21
E00138773	10	18	72	16
E00138775	21	64	177	31
E00138776	14	24	96	17
E00138778	20	28	126	17
E00138780	11	29	92	27
E00138781	12	23	84	14
E00138782	30	32	120	18
E00138783	15	22	67	16
E00138784	26	22	81	46
E00138785	19	36	99	29
E00138786	25	32	110	23
E00138787	13	23	66	18
E00138788	17	30	91	31
E00138789	30	39	93	32
E00138790	27	32	94	59
E00138791	24	38	100	23
E00138792	17	38	125	31
E00138793	14	16	54	20
E00138794	25	22	72	35
E00138795	23	35	126	47
E00138796	11	23	70	36
E00138797	19	28	108	25
E00138798	14	34	119	14
E00138799	11	32	77	37
E00138800	20	35	101	37
E00138801	28	25	81	39
E00138802	16	34	94	28
E00138803	14	15	79	12
E00138804	12	23	94	27
E00138805	14	17	70	13
E00138806	21	31	73	18
E00138807	20	31	86	18
E00138808	17	27	60	27
E00138809	15	23	51	21
E00138810	16	14	77	18
E00138811	15	32	97	20
E00138812	11	23	66	19
E00138813	20	33	58	24
E00138814	12	27	72	9
E00138815	13	41	84	23
E00138816	19	29	55	20
E00138817	17	22	80	16
E00138818	8	15	46	20
E00138819	15	23	76	27
E00138820	17	25	51	43
E00138821	15	36	94	28
E00138822	18	30	84	18
E00138823	12	42	102	19
E00138824	14	34	91	23
E00138825	22	36	75	33
E00138826	6	18	28	19
E00138827	18	24	49	22
E00138828	19	32	94	29
E00138829	16	23	67	18
E00138830	15	24	77	26
E00138831	11	34	74	10
E00138832	8	12	25	15
E00138833	10	30	104	41
E00138834	17	25	86	40
E00138835	11	17	100	38
E00138836	14	27	109	44
E00138837	20	39	104	48
E00138838	25	21	54	23
E00138839	19	32	76	37
E00138840	26	29	81	25
E00138841	22	32	75	20
E00138842	23	35	112	42
E00138843	12	38	118	20
E00138844	18	18	58	12
E00138845	22	32	83	24
E00138846	20	27	114	16
E00138847	13	31	75	14
E00138848	17	27	85	15
E00138849	23	21	89	14
E00138850	20	32	69	27
E00138851	17	32	106	16
E00138852	21	25	54	27
E00138853	17	24	106	21
E00138854	19	37	100	22
E00138855	10	18	87	16
E00138856	15	43	149	34
E00138857	17	38	87	27
E00138858	10	18	76	15
E00138859	25	42	124	50
E00138860	19	22	89	31
E00138861	24	39	103	52
E00138862	23	28	79	36
E00138863	25	23	116	27
E00138864	22	43	124	40
E00138865	23	41	105	42
E00138866	10	18	48	30
E00138867	18	32	85	26
E00138868	25	36	107	39
E00138869	10	18	47	27
E00138870	26	50	154	44
E00138871	15	35	79	46
E00138872	15	28	111	39
E00138873	15	28	77	24
E00138874	16	19	80	25
E00138875	24	28	106	45
E00138876	17	31	110	24
E00138877	31	47	142	47
E00138878	15	42	117	32
E00138879	27	39	109	40
E00138880	19	44	112	40
E00138881	13	35	91	23
E00138882	16	29	108	26
E00138883	26	37	121	31
E00138884	17	21	61	12
E00138885	11	33	88	20
E00138886	19	38	108	29
E00138887	14	34	80	24
E00138888	14	18	79	26
E00138889	18	22	81	12
E00138892	9	7	66	15
E00138893	9	19	64	21
E00138894	12	15	45	12
E00138895	13	32	83	33
E00138896	7	18	108	34
E00138897	20	28	121	30
E00138898	13	28	73	19
E00138899	6	8	39	10
E00138902	10	15	65	25
E00138903	33	33	112	49
E00138904	26	23	77	33
E00138905	26	33	110	53
E00138906	15	28	68	37
E00138907	16	25	79	46
E00138908	24	29	79	26
E00138909	18	17	85	38
E00138910	9	23	67	22
E00138911	32	39	117	48
E00138912	22	43	110	52
E00138913	14	23	52	30
E00138914	21	31	79	48
E00138915	20	33	92	44
E00138916	26	30	74	55
E00138917	20	39	98	36
E00138918	22	24	89	36
E00138919	25	37	93	54
E00138920	22	24	93	38
E00138921	14	25	86	32
E00138922	9	27	71	17
E00138923	6	31	82	19
E00138924	14	31	110	14
E00138925	20	22	72	40
E00138926	27	18	82	43
E00138927	6	7	35	20
E00138928	13	26	77	26
E00138929	13	28	75	31
E00138930	11	20	67	16
E00138931	14	23	61	27
E00138932	18	31	64	27
E00138933	12	14	67	29
E00138934	17	40	101	17
E00138935	8	30	76	10
E00138936	17	25	97	20
E00138937	8	26	96	14
E00138938	9	8	69	3
E00138939	23	37	118	28
E00138940	15	28	112	17
E00138941	13	24	53	11
E00138942	8	21	82	18
E00138943	7	21	66	15
E00138944	11	30	105	10
E00138945	8	21	71	12
E00138946	5	22	64	8
E00138947	8	21	63	12
E00138948	10	28	84	13
E00138949	14	35	116	29
E00138950	15	22	87	20
E00138951	8	14	60	15
E00138952	12	28	85	20
E00138953	17	35	97	17
E00138954	18	33	121	19
E00138955	15	35	123	21
E00138956	11	20	154	28
E00138957	8	20	103	15
E00138958	3	23	101	24
E00138959	8	25	109	14
E00138960	14	30	111	14
E00138961	6	25	125	17
E00138962	17	26	105	12
E00138963	8	19	89	9
E00138964	8	35	125	27
E00138965	15	30	114	26
E00138966	17	28	144	44
E00138967	2	21	107	10
E00138969	13	26	114	9
E00138970	18	27	87	29
E00138971	8	22	79	5
E00138972	21	32	97	9
E00138973	5	17	63	6
E00138974	18	31	103	5
E00138975	8	33	85	10
E00138976	14	38	121	32
E00138977	2	20	61	10
E00138978	7	25	89	16
E00138979	9	22	69	8
E00138980	13	25	82	9
E00138981	17	32	115	28
E00138982	12	20	104	15
E00138983	9	22	74	10
E00138984	19	39	124	34
E00138985	18	31	65	14
E00138986	16	20	106	14
E00138987	15	42	139	29
E00138988	7	20	58	8
E00138990	15	20	86	15
E00138991	10	17	78	17
E00138992	11	39	139	37
E00138993	4	28	81	9
E00138994	18	24	109	16
E00138995	11	12	38	10
E00138996	5	17	42	5
E00138997	12	16	66	11
E00138998	15	24	88	27
E00138999	13	27	107	18
E00139000	27	43	110	41
E00139001	14	32	112	22
E00139002	14	27	65	27
E00139003	15	27	56	15
E00139004	15	39	105	21
E00139005	14	31	79	11
E00139006	11	30	80	12
E00139007	19	22	87	29
E00139008	16	23	113	27
E00139009	10	13	67	10
E00139010	8	23	95	27
E00139011	16	21	82	25
E00139012	17	28	91	12
E00139013	20	43	90	22
E00139014	18	37	111	19
E00139015	14	23	73	17
E00139016	18	25	101	17
E00139017	11	22	110	20
E00139018	9	25	71	14
E00139019	10	21	55	14
E00139020	16	18	64	19
E00139021	11	17	64	17
E00139022	14	35	98	25
E00139023	14	30	73	19
E00139024	16	33	91	36
E00139025	12	26	103	28
E00139026	16	24	98	31
E00139027	9	13	72	15
E00139028	8	22	104	18
E00139029	13	18	61	24
E00139030	14	21	66	22
E00139031	13	13	55	18
E00139032	17	32	96	30
E00139033	23	34	104	31
E00139034	7	12	46	17
E00139035	14	22	84	10
E00139036	15	49	72	29
E00139037	10	20	73	12
E00139038	15	33	148	28
E00139039	17	17	39	10
E00139040	6	13	60	14
E00139041	19	23	101	27
E00139042	16	21	115	21
E00139043	15	38	94	21
E00139045	19	36	98	18
E00139046	8	23	55	5
E00139047	9	23	57	8
E00139048	16	21	157	26
E00139049	8	21	41	6
E00139050	4	16	55	1
E00139051	11	33	83	15
E00139052	8	21	87	24
E00139053	10	19	61	10
E00139054	37	48	162	39
E00139055	6	18	66	7
E00139056	15	19	72	11
E00139057	11	26	56	17
E00139058	11	30	85	10
E00139059	13	21	83	30
E00139060	8	19	79	13
E00139061	20	37	78	15
E00139062	11	33	88	13
E00139063	10	21	82	11
E00139064	5	16	76	16
E00139065	15	27	84	18
E00139066	12	29	88	21
E00139067	11	37	102	26
E00139068	8	22	108	25
E00139069	21	28	89	19
E00139070	16	28	85	19
E00139071	11	31	93	17
E00139072	17	23	114	32
E00139073	14	30	92	17
E00139074	12	19	75	13
E00139075	14	11	31	19
E00139076	20	38	106	29
E00139077	16	43	97	53
E00139078	12	51	104	46
E00139079	18	24	82	26
E00139080	3	16	51	14
E00139081	21	29	107	57
E00139082	6	10	49	4
E00139083	13	36	119	18
E00139084	11	14	106	16
E00139085	5	24	43	5
E00139086	13	24	110	16
E00139087	11	26	89	11
E00139088	11	22	89	20
E00139089	6	20	59	17
E00139090	9	31	58	15
E00139091	5	21	59	12
E00139092	11	33	77	9
E00139093	11	16	92	16
E00139094	13	24	75	13
E00139095	13	26	59	9
E00139096	6	25	73	12
E00139097	11	23	95	10
E00139098	11	22	53	9
E00139099	15	14	82	14
E00139100	4	15	48	4
E00139101	6	23	57	12
E00139102	14	16	51	18
E00139103	12	27	107	19
E00139104	21	25	112	11
E00139105	12	23	108	22
E00139106	29	41	93	29
E00139107	18	38	121	26
E00139108	17	38	112	23
E00139109	16	49	108	22
E00139110	13	34	95	21
E00139111	14	36	113	21
E00139112	17	20	67	8
E00139113	11	28	91	19
E00139114	15	16	80	19
