code	0-15 hours	16-30 hours	31-48 hours	49+ hours
E00016253	13	27	101	26
E00016254	18	40	96	32
E00016255	10	28	115	21
E00016256	14	27	80	20
E00016257	13	40	117	30
E00016258	6	37	123	15
E00016259	8	15	116	16
E00016260	12	36	118	25
E00016261	28	22	97	21
E00016262	9	20	85	10
E00016263	12	15	59	20
E00016264	10	24	89	11
E00016265	9	36	132	20
E00016266	15	22	127	18
E00016267	7	33	76	15
E00016268	19	43	107	32
E00016269	12	23	109	19
E00016270	18	31	83	17
E00016271	15	38	115	21
E00016272	14	32	98	28
E00016273	15	26	125	39
E00016274	9	24	82	17
E00016275	15	38	110	14
E00016276	7	37	115	25
E00016277	18	30	100	18
E00016278	16	26	88	22
E00016279	23	26	93	14
E00016280	11	29	84	7
E00016281	13	34	103	14
E00016282	16	29	115	22
E00016283	17	32	121	21
E00016284	15	35	88	18
E00016285	10	26	80	23
E00016286	19	25	112	12
E00016287	12	24	114	20
E00016288	27	46	114	37
E00016289	22	33	108	17
E00016290	13	26	92	10
E00016291	11	34	109	24
E00016292	15	27	96	16
E00016293	15	33	96	19
E00016294	19	22	92	18
E00016295	22	28	114	13
E00016296	10	32	89	20
E00016297	14	22	93	10
E00016298	17	43	135	26
E00016299	18	42	104	27
E00016300	16	42	109	23
E00016301	16	26	133	48
E00016302	15	20	90	22
E00016303	6	35	147	27
E00016304	3	33	137	42
E00016305	16	28	75	16
E00016306	12	31	108	18
E00016307	17	25	97	15
E00016308	11	31	97	18
E00016309	16	26	96	23
E00016310	17	27	81	18
E00016311	12	31	110	20
E00016312	22	35	116	26
E00016313	9	18	85	31
E00016314	8	26	74	11
E00016315	15	31	153	31
E00016316	12	28	109	26
E00016317	10	33	89	20
E00016318	10	20	102	29
E00016319	6	17	63	12
E00016320	12	28	102	11
E00016321	21	21	94	22
E00016322	12	25	117	20
E00016323	14	17	75	10
E00016324	20	34	133	36
E00016325	22	28	110	23
E00016326	9	30	106	27
E00016327	8	33	115	15
E00016328	15	32	102	24
E00016329	12	28	111	39
E00016330	5	21	83	16
E00016331	9	41	119	14
E00016332	23	40	94	31
E00016333	13	27	101	15
E00016334	17	49	147	29
E00016335	15	19	91	12
E00016336	11	32	109	22
E00016337	17	36	111	17
E00016338	13	41	142	32
E00016339	14	29	100	31
E00016340	14	28	118	30
E00016341	14	29	105	16
E00016342	17	24	97	20
E00016343	24	28	121	37
E00016344	26	46	172	33
E00016345	13	23	93	25
E00016346	6	30	56	5
E00016348	10	22	68	6
E00016349	4	18	79	14
E00016350	10	22	106	10
E00016351	19	52	135	19
E00016352	13	28	69	6
E00016353	10	24	76	14
E00016354	5	21	44	13
E00016356	20	41	78	5
E00016357	17	29	55	4
E00016358	8	26	66	13
E00016359	12	26	75	11
E00016360	19	29	144	18
E00016361	12	17	50	12
E00016362	11	27	80	15
E00016363	15	36	65	13
E00016364	5	21	65	5
E00016365	8	14	48	9
E00016366	13	19	70	15
E00016367	6	23	44	13
E00016368	15	21	93	21
E00016369	9	12	80	7
E00016370	19	22	81	13
E00016371	6	16	67	10
E00016372	6	37	76	14
E00016373	17	23	72	13
E00016374	11	20	63	5
E00016375	8	18	81	12
E00016376	12	23	71	9
E00016377	12	26	61	14
E00016378	1	33	67	10
E00016379	9	30	67	10
E00016380	12	21	64	8
E00016381	17	35	72	16
E00016382	11	18	59	9
E00016383	9	28	89	15
E00016384	15	33	82	27
E00016385	15	30	75	12
E00016386	4	13	56	6
E00016387	17	30	90	7
E00016388	9	22	96	13
E00016389	7	24	60	9
E00016390	12	17	42	12
E00016391	17	35	80	17
E00016392	5	21	90	12
E00016393	7	28	81	7
E00016394	12	30	72	12
E00016395	19	23	92	18
E00016396	11	21	59	11
E00016397	23	23	212	73
E00016398	10	17	88	15
E00016399	25	38	83	12
E00016401	9	29	108	19
E00016402	8	24	70	10
E00016403	10	35	87	13
E00016404	23	27	120	36
E00016405	13	22	132	33
E00016406	13	37	50	12
E00016407	8	20	101	17
E00016408	4	5	81	27
E00016409	11	31	103	14
E00016410	18	25	138	38
E00016411	13	30	135	32
E00016412	23	30	114	23
E00016413	9	18	67	14
E00016414	13	36	86	15
E00016415	5	35	79	11
E00016416	10	21	50	12
E00016417	15	39	53	9
E00016418	13	36	123	24
E00016419	14	33	77	13
E00016420	7	36	52	10
E00016421	18	31	45	14
E00016422	15	25	62	9
E00016423	12	33	68	9
E00016424	10	32	52	11
E00016426	15	29	75	19
E00016427	11	14	35	12
E00016428	22	36	108	29
E00016429	10	28	83	19
E00016430	12	21	61	11
E00016431	13	11	84	13
E00016432	15	29	123	32
E00016433	11	15	89	38
E00016434	14	35	106	13
E00016435	14	32	97	17
E00016436	7	17	59	18
E00016437	26	45	100	13
E00016438	9	15	132	27
E00016439	21	24	100	12
E00016440	10	29	58	17
E00016441	21	37	117	31
E00016442	12	40	77	6
E00016443	19	38	93	28
E00016444	17	38	82	40
E00016445	12	21	109	23
E00016446	17	24	127	54
E00016447	11	22	102	22
E00016448	14	41	103	26
E00016449	11	27	98	16
E00016450	12	25	73	20
E00016451	25	30	104	23
E00016452	21	26	88	32
E00016453	6	26	64	21
E00016454	10	30	88	22
E00016455	11	26	84	21
E00016456	8	26	107	19
E00016457	11	25	119	36
E00016458	21	30	92	22
E00016459	14	24	57	24
E00016460	19	33	99	18
E00016462	6	24	108	31
E00016463	15	45	176	39
E00016464	11	26	58	17
E00016465	7	22	42	12
E00016466	9	18	86	29
E00016467	16	30	98	22
E00016468	7	20	66	16
E00016469	13	27	95	28
E00016470	12	12	77	15
E00016471	5	22	54	6
E00016472	6	34	72	19
E00016473	13	26	94	26
E00016474	13	23	85	11
E00016475	8	24	43	6
E00016476	11	23	81	10
E00016477	7	21	125	23
E00016478	9	9	56	14
E00016479	7	28	40	8
E00016480	15	25	49	15
E00016481	16	27	142	16
E00016482	7	22	66	6
E00016483	8	21	99	19
E00016484	19	37	112	52
E00016485	13	20	66	8
E00016486	18	34	108	34
E00016487	8	27	74	25
E00016488	13	31	85	29
E00016489	26	74	114	30
E00016490	8	26	107	19
E00016491	8	21	96	16
E00016492	7	22	71	17
E00016493	18	45	94	27
E00016494	15	21	145	21
E00016495	6	24	91	22
E00016496	11	29	83	19
E00016497	5	24	76	12
E00016498	33	55	169	38
E00016499	11	36	88	19
E00016500	11	21	73	14
E00016501	15	41	126	27
E00016502	14	27	84	17
E00016503	2	13	85	24
E00016504	13	33	82	31
E00016505	10	23	89	27
E00016506	16	33	123	22
E00016507	12	23	95	13
E00016508	11	32	113	16
E00016509	13	56	111	30
E00016510	10	29	102	10
E00016511	15	34	104	34
E00016512	20	33	101	33
E00016513	8	30	106	13
E00016514	5	17	58	13
E00016515	16	22	67	15
E00016516	13	21	65	9
E00016517	10	19	64	12
E00016518	11	20	84	12
E00016519	19	15	83	10
E00016520	7	14	70	4
E00016521	13	23	67	11
E00016522	5	21	69	7
E00016523	10	26	71	24
E00016524	14	25	101	15
E00016525	3	23	55	8
E00016526	14	25	37	7
E00016527	7	28	69	14
E00016528	4	26	80	16
E00016529	10	26	81	10
E00016530	7	24	72	6
E00016531	6	25	68	9
E00016532	10	15	64	13
E00016533	15	32	83	19
E00016534	10	27	76	20
E00016535	5	14	72	13
E00016536	14	22	85	9
E00016537	9	30	65	17
E00016538	13	29	87	11
E00016539	10	23	74	10
E00016540	14	23	103	14
E00016541	15	36	112	28
E00016542	21	26	102	15
E00016543	17	30	119	28
E00016544	19	26	101	23
E00016545	13	30	89	26
E00016546	17	36	116	31
E00016547	23	52	143	39
E00016548	16	38	107	22
E00016549	21	32	121	31
E00016550	15	39	124	27
E00016551	16	39	112	39
E00016552	17	29	66	10
E00016553	25	37	106	23
E00016554	12	25	96	24
E00016555	11	22	64	11
E00016556	14	31	99	19
E00016557	10	28	69	9
E00016558	9	29	94	19
E00016559	14	38	125	21
E00016560	18	36	141	29
E00016561	12	23	106	20
E00016562	14	35	119	35
E00016563	13	29	95	24
E00016564	16	31	94	20
E00016565	24	29	105	33
E00016566	19	20	77	21
E00016567	5	23	50	2
E00016568	20	27	97	40
E00016569	8	30	109	17
E00016571	11	41	110	22
E00016572	25	39	95	24
E00016573	16	29	119	32
E00016574	17	30	120	18
E00016575	14	26	107	29
E00016576	18	29	115	22
E00016577	21	31	115	29
E00016578	8	34	110	17
E00016579	8	29	109	31
E00016580	26	33	136	27
E00016581	23	35	133	50
E00016582	27	41	132	31
E00016583	8	19	78	23
E00016584	50	88	191	56
E00016585	13	18	93	21
E00016587	20	37	121	30
E00016588	16	29	123	23
E00016589	12	37	66	18
E00016590	20	28	154	35
E00016591	13	35	81	36
E00016592	14	35	135	27
E00016593	20	49	155	54
E00016594	11	22	136	26
E00016595	5	24	55	7
E00016596	12	27	106	30
E00016597	5	20	43	10
E00016598	21	39	167	36
E00016599	11	24	89	27
E00016600	16	46	108	43
E00016601	16	32	68	12
E00016602	10	31	111	37
E00016603	26	29	146	65
E00016604	6	10	71	14
E00016605	15	45	145	35
E00016606	13	37	153	34
E00016607	4	15	77	11
E00016608	5	17	89	16
E00016609	7	19	98	24
E00016610	8	23	125	26
E00016611	8	19	98	15
E00016612	14	23	57	16
E00016613	20	49	133	22
E00016614	15	33	82	16
E00016615	14	29	99	28
E00016616	9	28	98	17
E00016617	13	26	96	37
E00016618	9	23	61	6
E00016619	12	22	101	17
E00016620	14	25	102	23
E00016621	7	31	59	2
E00016622	9	25	79	14
E00016623	14	31	181	36
E00016624	8	23	114	22
E00016625	17	27	125	27
E00016626	17	29	108	32
E00016628	17	35	122	21
E00016629	15	32	90	11
E00016630	12	25	114	37
E00016631	13	26	113	24
E00016632	12	26	90	27
E00016633	18	25	61	11
E00016635	20	33	145	30
E00016636	8	18	119	22
E00016637	14	33	148	33
E00016638	7	13	77	14
E00016639	12	38	118	17
E00016640	7	15	74	9
E00016641	18	38	82	13
E00016642	15	37	105	11
E00016643	8	28	89	14
E00016644	18	35	150	15
E00016645	19	38	112	34
E00016646	19	35	112	25
E00016647	13	28	117	36
E00016648	16	28	130	25
E00016649	16	31	91	13
E00016650	13	22	96	17
E00016651	7	24	130	29
E00016652	12	18	63	9
E00016653	9	21	107	38
E00016654	3	13	59	12
E00016655	18	26	96	35
E00016656	19	32	104	27
E00016657	9	26	64	11
E00016658	10	22	69	13
E00016659	4	17	83	19
E00016660	12	20	106	36
E00016661	8	29	99	24
E00016662	10	22	107	19
E00016663	15	29	118	23
E00016664	12	22	148	41
E00016666	14	29	88	19
E00016667	30	38	120	24
E00016668	10	21	76	16
E00016669	4	22	71	12
E00016670	15	22	78	10
E00016671	6	15	53	7
E00016672	24	25	104	18
E00016673	22	40	85	15
E00016674	10	28	103	26
E00016675	12	24	79	30
E00016676	7	24	55	7
E00016677	46	33	110	12
E00016678	14	30	46	11
E00016679	7	16	65	18
E00016680	19	23	78	27
E00016682	8	31	99	15
E00016683	10	25	149	27
E00016684	9	21	107	7
E00016685	17	32	74	12
E00016686	13	43	70	10
E00016687	6	8	88	14
E00016688	10	29	77	14
E00016689	20	23	86	14
E00016690	14	27	66	8
E00016691	20	32	96	10
E00016693	19	28	65	32
E00016694	19	39	75	13
E00016695	11	21	60	13
E00016696	20	36	58	7
E00016697	20	43	70	10
E00016698	14	32	85	14
E00016699	15	31	80	9
E00016701	15	19	76	12
E00016702	14	26	92	18
E00016703	11	31	46	10
E00016705	18	28	92	21
E00016706	16	25	49	13
E00016707	18	47	146	34
E00016708	12	29	87	11
E00016709	20	45	104	18
E00016710	12	25	90	22
E00016711	16	33	88	29
E00016712	29	29	72	9
E00016713	25	42	141	33
E00016714	13	37	73	9
E00016715	24	23	112	21
E00016716	12	37	121	17
E00016717	8	23	64	17
E00016718	18	20	52	8
E00016719	9	26	67	8
E00016720	12	30	100	28
E00016721	9	22	60	8
E00016722	11	31	75	12
E00016723	6	33	63	15
E00016724	17	31	114	17
E00016725	10	20	70	19
E00016726	14	17	38	8
E00016727	18	35	84	12
E00016728	9	20	62	3
E00016729	12	18	73	38
E00016730	15	36	94	18
E00016731	21	28	76	16
E00016732	12	28	139	36
E00016733	13	20	116	24
E00016734	14	26	84	21
E00016735	13	34	100	29
E00016737	13	24	86	24
E00016738	24	46	134	25
E00016739	13	26	88	25
E00016740	19	32	118	29
E00016741	12	27	87	21
E00016742	5	32	119	23
E00016743	13	34	99	31
E00016744	18	40	105	24
E00016745	25	33	140	28
E00016746	11	29	135	29
E00016747	10	21	75	17
E00016748	13	16	70	15
E00016749	8	19	99	29
E00016750	9	18	109	23
E00016751	9	31	100	21
E00016752	12	29	111	26
E00016753	12	22	86	16
E00016754	8	18	113	28
E00016755	14	31	128	24
E00016756	14	24	69	13
E00016757	12	18	112	28
E00016758	5	23	76	13
E00016759	12	26	102	28
E00016760	13	23	83	23
E00016761	20	28	109	28
E00016762	8	17	100	19
E00016763	11	25	122	28
E00016764	19	22	77	9
E00016765	6	11	105	14
E00016766	23	28	68	9
E00016767	6	25	76	22
E00016768	6	23	64	11
E00016769	9	42	96	17
E00016770	3	13	79	16
E00016771	15	37	132	24
E00016772	12	24	111	20
E00016773	8	33	66	10
E00016774	17	18	110	23
E00016775	3	31	53	22
E00016776	15	25	115	25
E00016777	20	23	136	27
E00016778	17	29	109	16
E00016779	12	38	61	11
E00016780	10	51	108	15
E00016781	12	19	77	11
E00016782	16	36	133	14
E00016783	15	37	104	25
E00016784	9	25	81	20
E00016785	12	15	50	7
E00016786	5	19	90	11
E00016787	21	46	98	15
E00016788	12	26	78	8
E00016789	13	36	115	21
E00016790	9	14	45	8
E00016791	14	29	77	23
E00016792	10	32	110	18
E00016793	19	29	58	14
E00016794	5	22	64	9
E00016795	18	26	83	16
E00016796	11	32	115	8
E00016797	19	35	131	23
E00016798	13	23	117	20
E00016799	27	34	110	16
E00016800	14	22	63	7
E00016801	15	13	82	7
E00016802	18	50	106	19
E00016803	6	15	83	7
E00016804	27	26	95	19
E00016805	24	38	86	13
E00016806	12	22	81	11
E00016807	27	46	127	19
E00016808	14	22	54	8
E00016809	18	24	115	25
E00016810	20	51	106	20
E00016811	12	31	104	21
E00016812	22	42	85	19
E00016813	13	31	107	16
E00016814	11	32	89	21
E00016815	15	22	77	20
E00016816	5	20	68	8
E00016817	5	22	87	13
E00016818	23	21	84	12
E00016819	12	25	73	13
E00016820	19	18	64	8
E00016821	10	40	119	22
E00016822	17	33	88	14
E00016823	8	22	74	9
E00016824	13	25	75	12
E00016825	12	30	63	4
E00016826	12	23	71	14
E00016827	5	27	93	17
E00016828	10	19	87	20
E00016829	10	18	95	17
E00016830	12	32	126	13
E00016831	11	17	78	6
E00016832	7	18	62	13
E00016833	14	28	110	24
E00016834	11	30	100	27
E00016835	12	31	90	17
E00016836	11	29	83	17
E00016837	11	23	85	24
E00016838	10	28	66	6
E00016839	7	26	109	20
E00016840	10	24	95	27
E00016841	17	37	86	6
E00016842	8	24	73	13
E00016843	8	25	76	18
E00016844	15	29	74	25
E00016845	5	30	108	20
E00016846	12	28	108	20
E00016847	7	21	49	8
E00016848	14	27	60	27
E00016849	9	14	72	13
E00016850	10	17	61	10
E00016851	16	25	97	32
E00016852	9	17	56	20
E00016853	10	24	48	10
E00016854	5	15	93	12
E00016855	8	17	99	34
E00016856	18	33	160	29
E00016857	9	20	92	18
E00016858	14	15	38	7
E00016859	20	30	116	26
E00016860	17	34	122	18
E00016861	19	36	137	33
E00016862	16	22	110	20
E00016863	8	30	122	20
E00016864	13	23	85	19
E00016865	14	31	118	15
E00016866	23	29	92	24
E00016867	7	21	87	24
E00016868	7	21	66	13
E00016869	3	21	57	12
E00016870	11	38	97	19
E00016871	11	26	67	15
E00016872	18	39	95	24
E00016873	18	29	95	9
E00016874	6	18	48	2
E00016875	4	19	73	13
E00016876	8	24	48	12
E00016877	5	15	60	2
E00016878	2	27	57	9
E00016879	22	47	139	40
E00016880	13	37	89	16
E00016881	12	26	60	12
E00016883	29	34	114	30
E00016884	27	30	106	31
E00016885	23	26	93	23
E00016886	22	41	126	24
E00016887	7	30	74	11
E00016888	11	25	113	26
E00016889	16	28	75	18
E00016890	18	23	86	9
E00016891	25	29	135	54
E00016892	23	22	103	33
E00016893	18	37	108	33
E00016894	30	42	133	18
E00016895	12	36	85	33
E00016896	10	29	132	23
E00016897	24	35	158	34
E00016898	12	22	116	23
E00016899	11	25	142	36
E00016900	10	37	125	25
E00016901	10	18	57	18
E00016902	15	24	120	24
E00016903	9	29	143	29
E00016904	15	24	94	13
E00016905	17	34	88	5
E00016906	8	21	105	20
E00016907	18	25	83	13
E00016908	12	13	60	3
E00016909	25	48	88	15
E00016910	10	34	52	13
E00016911	13	38	104	27
E00016912	9	19	40	8
E00016913	22	42	111	12
E00016914	10	42	68	16
E00016915	15	34	69	13
E00016916	10	27	71	14
E00016917	33	48	179	22
E00016918	25	49	142	29
E00016919	27	32	112	23
E00016920	11	27	65	10
E00016921	17	26	82	13
E00016922	17	24	95	23
E00016923	40	32	116	13
E00016924	37	38	122	43
E00016925	21	44	162	53
E00016926	13	33	102	19
E00016927	13	25	112	29
E00016928	20	50	80	17
E00016929	7	24	64	10
E00016930	26	67	154	20
E00016931	6	23	57	14
E00016932	8	28	58	9
E00016933	21	41	125	25
E00016934	19	36	97	13
E00016935	13	33	133	17
E00016936	17	32	97	17
E00016937	12	31	104	21
E00016938	20	26	85	13
E00016939	18	30	87	21
E00016940	17	32	66	14
E00016941	14	30	106	22
E00016942	10	19	87	14
E00016943	11	18	85	17
E00016944	13	28	85	15
E00016945	2	14	92	13
E00016946	15	35	96	13
E00016947	7	23	52	4
E00016948	19	31	76	9
E00016949	10	35	79	6
E00016950	16	30	81	10
E00016951	12	35	77	3
E00016952	12	30	53	9
E00016953	7	13	42	8
E00016954	13	27	56	9
E00016955	17	28	59	5
E00016956	10	24	50	11
E00016957	6	28	62	13
E00016958	11	34	82	11
E00016959	12	21	67	24
E00016960	9	31	57	6
E00016961	14	36	67	12
E00016962	22	42	87	16
E00016963	14	33	86	11
E00016964	10	23	70	14
E00016965	21	27	57	15
E00016966	3	22	51	8
E00016967	7	29	75	12
E00016968	9	23	74	20
E00016969	11	23	58	10
E00016970	8	37	98	13
E00016971	16	21	86	19
E00016972	3	9	100	27
E00016973	9	12	79	23
E00016974	8	15	139	49
E00016975	7	8	97	39
E00016976	20	23	151	38
E00016977	16	18	123	33
E00016978	4	20	114	45
E00016979	10	10	109	37
E00016980	9	7	108	43
E00016981	7	23	142	45
E00016982	9	14	119	28
E00016983	14	22	88	27
E00016984	17	33	137	33
E00016985	8	25	98	22
E00016986	10	19	123	46
E00016987	10	21	117	41
E00016988	9	18	126	39
E00016989	7	15	82	28
E00016990	10	17	81	21
E00016991	9	13	121	32
E00016992	11	34	85	23
E00016993	21	35	120	22
E00016994	12	25	95	41
E00016995	10	20	118	40
E00016996	13	27	44	12
E00016997	20	17	115	27
E00016998	12	21	76	12
E00016999	9	24	111	40
E00017000	11	15	74	27
E00017001	20	25	138	38
E00017002	17	20	142	31
E00017003	13	23	195	51
E00017004	10	24	116	41
E00017005	6	16	134	51
E00017006	7	10	122	48
E00017007	14	14	112	30
E00017008	20	31	100	29
E00017009	16	25	126	23
E00017010	14	34	74	18
E00017011	20	36	106	28
E00017012	19	30	96	23
E00017013	16	41	111	27
E00017014	14	36	111	16
E00017015	21	35	127	21
E00017016	16	30	97	22
E00017017	14	28	113	23
E00017018	18	31	106	24
E00017019	10	11	101	21
E00017020	12	25	100	22
E00017021	6	32	146	18
E00017022	18	25	109	25
E00017023	13	35	110	21
E00017024	16	24	115	30
E00017025	9	30	85	20
E00017026	5	34	93	18
E00017027	16	35	115	20
E00017028	11	30	98	21
E00017029	19	35	104	28
E00017030	18	36	105	28
E00017031	16	26	106	30
E00017032	17	33	86	17
E00017033	14	22	90	20
E00017034	20	29	104	33
E00017035	10	20	57	27
E00017036	9	22	154	33
E00017037	14	48	164	41
E00017038	16	23	120	15
E00017039	13	16	99	18
E00017040	17	33	127	32
E00017041	13	23	136	17
E00017043	11	28	96	21
E00017044	14	33	92	25
E00017045	16	36	110	19
E00017046	6	21	121	17
E00017047	28	55	127	35
E00017048	11	42	170	28
E00017049	8	22	112	27
E00017050	13	19	102	29
E00017051	23	52	233	55
E00017052	17	22	134	35
E00017053	13	20	105	16
E00017054	7	23	118	21
E00017055	10	34	140	31
E00017056	11	38	152	39
E00017057	11	28	88	13
E00017058	22	34	87	17
E00017059	24	32	88	18
E00017060	22	36	128	22
E00017061	12	28	100	23
E00017062	8	25	116	25
E00017063	15	35	72	14
E00017064	10	37	110	21
E00017065	21	27	96	13
E00017066	16	37	95	27
E00017067	13	19	113	29
E00017068	21	38	148	26
E00017069	20	20	81	11
E00017070	8	44	100	11
E00017071	13	41	103	14
E00017072	25	57	139	23
E00017073	14	25	104	32
E00017074	23	45	114	15
E00017075	15	18	92	16
E00017076	15	23	104	20
E00017077	10	25	75	8
E00017078	13	47	78	16
E00017079	14	36	69	9
E00017080	14	27	72	23
E00017081	17	35	90	11
E00017082	22	36	128	15
E00017083	13	40	66	7
E00017084	11	25	67	12
E00017085	7	33	70	15
E00017086	14	30	59	9
E00017087	13	33	53	10
E00017088	9	29	53	11
E00017089	14	37	80	14
E00017090	8	21	47	9
E00017091	4	32	80	15
E00017092	11	26	67	11
E00017093	9	23	66	8
E00017094	10	31	74	9
E00017095	20	26	108	13
E00017096	14	35	87	23
E00017097	9	29	107	18
E00017098	11	31	112	21
E00017099	17	30	101	25
E00017100	9	13	59	15
E00017101	24	41	130	19
E00017102	12	20	121	44
E00017103	17	28	83	46
E00017104	7	18	92	19
E00017105	9	17	89	23
E00017106	2	16	99	25
E00017107	2	26	123	29
E00017108	7	20	137	31
E00017109	6	22	112	33
E00017110	5	9	86	27
E00017111	14	28	143	30
E00017112	6	16	103	29
E00017113	4	17	114	28
E00017114	14	15	121	19
E00017115	10	26	118	30
E00017116	9	14	102	39
E00017117	10	14	117	30
E00017118	4	13	77	32
E00017119	10	20	121	50
E00017120	9	16	110	50
E00017121	5	16	123	36
E00017122	9	9	100	47
E00017123	6	21	117	31
E00017124	9	17	160	46
E00017125	15	15	121	45
E00017126	6	19	86	45
E00017127	14	16	95	23
E00017128	14	32	96	48
E00017129	14	24	117	37
E00017130	11	22	85	33
E00017131	17	29	91	54
E00017132	18	25	100	36
E00017133	17	22	107	30
E00017134	13	26	64	21
E00017135	10	17	94	21
E00017137	11	30	112	21
E00017138	23	40	97	14
E00017139	19	24	90	11
E00017140	17	39	111	14
E00017141	11	47	108	17
E00017142	22	44	100	28
E00017143	17	24	83	22
E00017144	13	27	121	14
E00017145	13	31	97	20
E00017146	22	51	103	17
E00017147	11	28	90	13
E00017148	5	17	58	12
E00017149	19	26	106	9
E00017150	8	37	97	19
E00017151	10	23	60	11
E00017152	10	28	94	10
E00017153	11	29	57	5
E00017154	12	29	65	7
E00017155	13	33	83	9
E00017156	16	41	94	10
E00017157	9	26	57	10
E00017158	13	38	65	8
E00017159	11	34	82	15
E00017160	12	21	72	13
E00017161	13	25	83	13
E00017162	14	38	111	19
E00017163	14	20	98	24
E00017164	21	29	100	10
E00017165	6	31	113	15
E00017166	20	42	88	11
E00017167	13	33	103	20
E00017168	8	44	96	13
E00017169	16	23	119	19
E00017170	24	46	104	20
E00017171	21	39	145	10
E00017172	10	32	118	32
E00017173	15	30	128	26
E00017174	13	34	78	15
E00017175	20	29	100	25
E00017176	20	42	142	22
E00017177	18	33	86	21
E00017178	18	43	120	16
E00017179	18	39	84	26
E00017180	15	33	88	15
E00017181	14	38	90	12
E00017182	19	55	113	13
E00017183	20	33	125	27
E00017184	9	34	119	30
E00017185	17	38	125	34
E00017186	19	38	132	25
E00017187	11	30	77	9
E00017188	24	24	77	24
E00017189	18	49	131	20
E00017190	7	28	100	16
E00017191	17	34	82	24
E00017192	14	19	84	21
E00017193	20	50	132	29
E00017194	10	49	120	27
E00017195	13	39	114	21
E00017196	8	13	76	27
E00017197	14	12	51	30
E00017198	5	15	61	37
E00017199	14	18	77	39
E00017200	5	10	97	47
E00017201	2	9	83	23
E00017202	11	18	81	48
E00017203	17	31	121	47
E00017204	10	17	89	38
E00017205	5	8	105	36
E00017206	5	5	99	36
E00017207	3	14	103	24
E00017208	6	5	98	26
E00017209	12	21	101	41
E00017210	11	20	103	33
E00017211	10	30	136	42
E00017212	9	16	117	40
E00017213	6	6	64	26
E00017214	4	10	136	27
E00017215	8	9	110	46
E00017216	6	18	118	45
E00017217	2	4	14	12
E00017218	13	17	58	49
E00017219	10	7	88	30
E00017220	7	15	128	43
E00017221	6	8	75	32
E00017222	6	16	68	57
E00017223	10	16	69	42
E00017224	9	17	107	41
E00017225	11	8	122	45
E00017226	8	11	95	45
E00017227	13	12	57	38
E00017228	16	20	49	41
E00017229	6	12	60	44
E00017230	8	6	73	28
E00017231	9	15	113	43
E00017232	11	23	124	28
E00017233	16	30	150	20
E00017234	15	45	128	24
E00017235	11	14	48	7
E00017236	12	21	147	18
E00017237	17	48	150	18
E00017238	7	27	139	37
E00017239	13	29	138	28
E00017240	4	23	88	16
E00017241	18	27	89	11
E00017242	12	22	67	12
E00017243	21	30	95	13
E00017244	11	37	78	10
E00017245	17	17	119	19
E00017246	13	31	81	19
E00017247	5	21	93	17
E00017248	17	29	125	23
E00017249	13	29	79	13
E00017250	12	32	93	20
E00017251	16	22	102	12
E00017252	22	26	135	31
E00017253	11	41	102	11
E00017254	12	42	85	23
E00017255	13	37	83	20
E00017256	17	57	95	17
E00017257	12	40	96	20
E00017258	14	31	107	17
E00017259	17	31	70	12
E00017260	6	10	53	4
E00017261	7	28	126	20
E00017262	10	23	98	13
E00017263	14	50	107	15
E00017264	14	33	142	25
E00017265	19	37	112	11
E00017266	12	27	98	13
E00017267	19	45	188	23
E00017268	14	40	106	14
E00017269	20	31	105	19
E00017270	17	39	114	20
E00017271	5	16	52	5
E00017272	10	36	122	17
E00017273	18	32	105	18
E00017274	10	30	89	20
E00017275	21	36	98	23
E00017276	10	28	101	17
E00017277	4	21	51	14
E00017278	19	50	137	22
E00017279	19	22	93	17
E00017280	20	28	128	21
E00017281	9	11	80	14
E00017282	11	17	71	12
E00017283	11	25	98	16
E00017284	8	24	75	16
E00017285	12	31	80	20
E00017286	11	34	111	25
E00017287	18	25	97	9
E00017288	17	26	103	17
E00017289	8	33	73	11
E00017290	18	34	107	19
E00017291	15	26	119	19
E00017292	14	28	92	13
E00017293	19	32	81	14
E00017294	17	31	127	13
E00017295	14	39	118	16
E00017296	19	39	131	16
E00017297	19	42	118	33
E00017298	10	29	114	19
E00017299	5	43	134	21
E00017300	11	29	106	20
E00017301	18	44	86	16
E00017302	16	27	112	13
E00017303	5	27	86	20
E00017304	23	48	150	31
E00017305	22	25	123	20
E00017306	14	33	132	25
E00017307	20	41	94	20
E00017308	19	45	127	21
E00017309	14	27	79	19
E00017310	11	40	106	19
E00017311	19	34	111	26
E00017312	13	30	84	30
E00017313	22	36	96	30
E00017314	23	13	106	22
E00017315	12	38	93	29
E00017316	13	24	113	14
E00017317	21	29	113	19
E00017318	9	29	124	22
E00017319	9	30	102	16
E00017320	21	30	94	17
E00017321	18	30	88	22
E00017322	16	26	97	32
E00017323	12	28	82	22
E00017324	16	33	82	20
E00017325	6	18	54	28
E00017326	18	27	105	34
E00017327	15	35	80	26
E00017328	12	31	90	23
E00017329	17	21	84	32
E00017330	21	38	109	35
E00017331	19	29	92	34
E00017332	15	29	92	30
E00017333	13	23	104	19
E00017334	11	30	109	29
E00017335	18	30	96	24
E00017336	8	16	103	29
E00017337	14	21	99	18
E00017338	13	32	86	16
E00017339	8	25	99	15
E00017340	14	29	83	22
E00017341	9	11	96	39
E00017342	11	11	138	38
E00017343	11	19	48	23
E00017344	7	14	109	49
