code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00046226	11	30	14	60
E00046227	24	38	16	23
E00046228	36	19	17	5
E00046229	38	28	13	13
E00046230	14	37	23	26
E00046231	13	45	30	85
E00046232	12	35	21	28
E00046233	45	16	11	9
E00046234	5	22	15	49
E00046235	22	39	27	25
E00046236	14	44	23	76
E00046237	21	26	25	17
E00046238	13	36	22	23
E00046239	32	21	9	10
E00046240	12	29	26	20
E00046242	14	28	20	43
E00046244	14	27	17	29
E00046245	15	35	20	27
E00046246	4	25	16	77
E00046247	19	27	22	17
E00046248	12	22	19	85
E00046249	18	31	15	26
E00046250	9	28	23	62
E00046251	7	17	22	70
E00046252	22	25	13	12
E00046253	9	24	31	50
E00046254	3	34	24	57
E00046255	14	31	24	21
E00046256	8	23	14	71
E00046257	15	35	20	52
E00046258	9	27	17	22
E00046259	15	19	11	22
E00046260	4	22	26	39
E00046261	10	19	30	53
E00046262	3	24	27	45
E00046263	19	34	21	17
E00046264	16	34	22	51
E00046265	14	18	10	32
E00046266	5	23	20	47
E00046267	14	15	8	7
E00046268	36	33	20	15
E00046269	4	16	17	23
E00046270	8	20	19	24
E00046271	4	28	33	48
E00046272	3	14	12	54
E00046273	8	16	16	41
E00046274	9	20	24	35
E00046275	4	27	27	50
E00046276	28	38	26	44
E00046277	21	23	21	19
E00046278	7	19	32	47
E00046279	3	15	26	43
E00046280	7	19	33	25
E00046281	6	17	28	27
E00046283	11	23	26	37
E00046284	23	42	29	63
E00046285	7	35	20	32
E00046286	8	26	22	47
E00046287	14	27	27	38
E00046288	6	28	17	58
E00046289	10	29	19	38
E00046290	6	29	17	61
E00046291	5	34	12	91
E00046292	5	25	18	31
E00046293	8	25	32	45
E00046294	14	37	18	21
E00046295	2	18	22	77
E00046296	8	25	24	50
E00046297	25	29	22	25
E00046298	12	36	37	17
E00046299	9	27	25	48
E00046300	13	34	18	22
E00046301	16	32	29	26
E00046302	18	37	29	31
E00046303	4	24	14	52
E00046304	7	16	22	32
E00046305	4	20	21	46
E00046306	6	11	22	35
E00046307	3	15	19	46
E00046308	4	20	30	56
E00046309	3	18	24	56
E00046310	4	26	17	53
E00046311	3	28	23	31
E00046312	7	24	20	32
E00046313	14	29	33	32
E00046314	5	21	20	50
E00046315	8	20	17	61
E00046316	4	20	23	42
E00046317	6	16	24	48
E00046318	3	35	33	47
E00046319	4	14	28	53
E00046320	9	23	21	54
E00046321	4	15	22	43
E00046322	3	24	23	50
E00046323	4	24	24	46
E00046324	3	25	25	40
E00046325	7	16	24	50
E00046326	3	21	37	50
E00046327	9	18	31	53
E00046328	9	17	20	46
E00046329	5	17	23	46
E00046330	13	29	19	29
E00046331	4	15	19	35
E00046332	6	15	24	39
E00046333	4	22	29	59
E00046334	7	27	18	49
E00046335	3	18	11	45
E00046336	7	22	32	42
E00046337	5	20	23	52
E00046338	4	13	14	25
E00046339	8	20	36	40
E00046340	7	16	27	49
E00046341	7	23	21	43
E00046342	10	20	10	32
E00046343	16	19	23	50
E00046344	10	32	29	82
E00046347	15	24	14	33
E00046348	14	30	16	28
E00046349	8	34	21	55
E00046352	10	28	16	49
E00046353	26	45	24	34
E00046354	20	34	22	47
E00046357	11	28	14	42
E00046358	97	72	3	15
E00046359	18	29	9	25
E00046360	29	68	21	48
E00046361	19	17	7	24
E00046362	15	23	11	21
E00046363	17	18	17	33
E00046364	18	17	18	15
E00046365	21	28	3	20
E00046366	47	37	25	60
E00046367	69	72	28	50
E00046368	8	27	23	49
E00046369	18	26	10	31
E00046370	17	37	17	33
E00046371	13	25	21	51
E00046372	14	25	18	27
E00046373	37	26	12	24
E00046374	3	18	13	37
E00046376	19	48	15	34
E00046378	32	23	9	20
E00046379	30	109	51	141
E00046380	29	28	11	13
E00046381	4	22	16	52
E00046382	35	49	9	31
E00046383	29	36	16	30
E00046384	14	25	13	30
E00046386	5	23	24	74
E00046387	4	22	19	63
E00046388	36	38	12	32
E00046390	20	63	27	108
E00046391	13	32	23	80
E00046392	18	42	20	42
E00046393	12	61	40	91
E00046394	35	47	15	37
E00046395	20	39	18	50
E00046396	34	34	9	31
E00046397	9	39	20	49
E00046398	55	94	21	71
E00046400	4	15	10	36
E00046402	41	54	15	56
E00046403	18	48	12	26
E00046406	24	28	13	16
E00046408	32	60	28	59
E00046409	10	28	18	68
E00046411	40	80	23	76
E00046412	19	60	18	66
E00046413	10	21	10	54
E00046414	11	22	12	42
E00046416	5	21	11	65
E00046417	7	23	13	66
E00046418	9	37	18	54
E00046419	11	24	20	60
E00046420	14	20	8	52
E00046421	10	34	17	62
E00046422	7	27	18	37
E00046423	14	30	20	38
E00046424	5	23	18	56
E00046425	5	25	24	58
E00046426	7	25	23	62
E00046427	26	61	36	59
E00046429	9	28	19	46
E00046430	15	29	23	59
E00046431	8	28	34	29
E00046432	13	20	25	53
E00046433	33	70	39	42
E00046434	44	80	42	28
E00046435	1	12	16	65
E00046436	7	28	28	51
E00046437	16	36	29	21
E00046438	7	24	20	63
E00046439	14	30	17	17
E00046440	12	26	18	17
E00046442	24	24	23	28
E00046443	9	23	19	35
E00046444	1	19	25	47
E00046445	31	43	34	68
E00046446	10	21	24	68
E00046447	8	12	21	61
E00046448	15	31	29	22
E00046449	12	28	24	23
E00046450	12	21	21	35
E00046451	7	18	18	14
E00046452	11	27	33	27
E00046453	14	25	24	36
E00046454	19	34	21	28
E00046455	18	41	27	35
E00046456	10	27	18	20
E00046457	9	32	23	38
E00046458	8	37	26	26
E00046459	15	31	25	24
E00046460	12	31	33	31
E00046461	19	32	17	22
E00046462	16	45	31	30
E00046463	13	31	26	26
E00046464	8	42	15	32
E00046465	20	32	23	17
E00046466	16	29	28	28
E00046467	14	22	28	32
E00046468	17	36	30	28
E00046469	13	43	21	37
E00046470	11	38	32	23
E00046471	9	34	24	22
E00046472	15	27	24	20
E00046473	6	21	21	38
E00046474	7	29	30	31
E00046475	18	25	30	13
E00046476	17	20	39	24
E00046477	9	29	30	26
E00046478	15	41	27	41
E00046479	16	23	22	20
E00046480	13	23	26	32
E00046481	13	36	22	21
E00046482	13	35	22	50
E00046483	14	40	29	18
E00046484	8	29	18	36
E00046485	11	23	21	34
E00046486	23	34	22	18
E00046487	8	21	25	20
E00046488	18	15	14	9
E00046489	4	24	29	54
E00046490	8	20	25	64
E00046491	8	41	25	45
E00046492	12	29	24	38
E00046493	5	26	22	49
E00046494	7	32	32	43
E00046495	6	22	23	27
E00046496	6	27	23	43
E00046497	7	30	31	49
E00046500	7	15	7	32
E00046501	38	56	22	42
E00046502	18	38	26	26
E00046503	20	38	25	25
E00046504	29	55	31	31
E00046505	14	26	24	11
E00046506	8	24	24	27
E00046507	6	21	36	58
E00046508	10	30	19	44
E00046509	9	32	29	49
E00046510	10	25	25	37
E00046511	1	17	33	54
E00046512	5	17	17	43
E00046513	4	18	24	27
E00046514	7	24	15	60
E00046515	3	19	25	50
E00046516	6	20	20	41
E00046517	8	22	18	57
E00046518	7	18	28	45
E00046519	4	21	22	31
E00046520	3	15	19	40
E00046521	6	20	18	49
E00046522	5	24	14	46
E00046523	6	26	19	42
E00046524	12	25	28	34
E00046525	2	17	20	41
E00046526	5	21	24	45
E00046527	7	18	21	37
E00046528	19	44	23	15
E00046529	16	51	39	37
E00046530	6	31	16	33
E00046531	10	32	17	54
E00046532	7	23	17	33
E00046533	9	9	12	16
E00046534	13	33	19	58
E00046535	13	26	18	48
E00046536	68	39	12	10
E00046537	34	29	9	23
E00046538	41	36	11	14
E00046539	42	37	11	16
E00046540	40	36	17	22
E00046541	35	37	11	14
E00046542	41	29	21	20
E00046543	52	40	15	13
E00046544	29	28	13	22
E00046545	41	39	3	19
E00046546	46	21	13	13
E00046547	36	34	22	20
E00046548	34	34	17	20
E00046549	35	23	12	13
E00046550	31	20	9	20
E00046551	11	26	14	37
E00046552	18	15	7	33
E00046553	12	22	13	33
E00046554	13	23	21	48
E00046555	14	30	14	59
E00046556	27	40	15	35
E00046557	33	50	22	19
E00046558	22	27	12	46
E00046559	26	57	28	47
E00046560	23	25	10	22
E00046561	50	34	12	9
E00046562	59	29	4	8
E00046563	26	13	14	41
E00046564	51	34	12	17
E00046565	91	36	9	15
E00046566	44	22	6	12
E00046567	73	29	0	4
E00046568	22	28	10	22
E00046569	46	45	8	8
E00046570	62	35	8	17
E00046571	52	29	6	15
E00046572	53	20	9	15
E00046573	22	29	6	31
E00046574	46	62	17	10
E00046575	78	37	5	16
E00046576	23	26	17	32
E00046577	31	28	8	14
E00046578	30	49	12	13
E00046579	47	35	10	11
E00046580	40	37	14	15
E00046581	52	30	11	10
E00046582	52	28	18	16
E00046583	53	34	10	21
E00046584	44	32	14	9
E00046585	53	34	10	9
E00046586	37	34	10	18
E00046587	50	26	2	24
E00046588	26	25	14	18
E00046589	55	35	12	10
E00046590	35	30	12	13
E00046591	45	30	10	34
E00046592	47	33	9	21
E00046593	12	20	16	28
E00046594	38	21	15	10
E00046595	29	31	12	19
E00046596	40	47	16	23
E00046597	62	34	11	7
E00046598	51	22	8	17
E00046599	36	35	14	24
E00046600	52	34	10	19
E00046601	50	29	9	14
E00046602	37	29	12	14
E00046603	37	27	12	13
E00046604	46	46	14	19
E00046605	17	26	13	27
E00046606	46	40	16	11
E00046607	4	21	22	46
E00046608	10	42	24	117
E00046609	2	36	16	74
E00046610	4	29	14	70
E00046611	11	26	10	63
E00046612	11	35	15	38
E00046613	12	18	16	42
E00046614	13	24	14	65
E00046615	5	31	11	59
E00046616	10	42	17	78
E00046617	4	39	18	63
E00046618	2	10	14	44
E00046619	6	9	18	44
E00046620	8	15	19	76
E00046621	5	16	12	54
E00046622	4	10	17	57
E00046624	11	9	9	47
E00046625	8	17	9	61
E00046626	7	26	11	66
E00046627	11	33	20	87
E00046628	5	39	31	104
E00046630	5	22	20	72
E00046631	9	17	10	33
E00046633	2	12	14	55
E00046634	11	19	20	79
E00046635	8	14	14	43
E00046636	8	22	11	64
E00046637	6	11	16	54
E00046638	2	22	16	55
E00046639	13	14	14	51
E00046640	9	7	9	50
E00046641	13	23	11	56
E00046642	6	17	12	62
E00046643	11	25	16	56
E00046644	9	16	8	53
E00046645	7	10	11	43
E00046646	7	26	22	65
E00046647	9	20	16	44
E00046648	13	25	18	65
E00046649	7	27	19	70
E00046650	9	23	21	55
E00046651	8	19	24	62
E00046652	8	18	20	54
E00046653	33	51	21	57
E00046654	16	32	29	72
E00046655	7	20	12	58
E00046656	43	67	33	67
E00046657	11	25	14	57
E00046659	12	33	27	74
E00046660	13	31	22	67
E00046661	18	29	33	85
E00046662	12	31	26	88
E00046663	5	32	23	48
E00046664	4	18	17	37
E00046665	10	27	15	67
E00046666	7	20	16	44
E00046667	3	16	21	56
E00046668	0	19	24	85
E00046669	4	36	15	62
E00046670	8	17	19	94
E00046671	1	27	27	82
E00046672	8	41	20	70
E00046673	4	15	17	36
E00046674	3	18	3	42
E00046675	3	9	7	36
E00046676	6	14	15	52
E00046677	7	10	9	36
E00046678	20	34	27	9
E00046679	23	36	27	21
E00046680	12	29	28	19
E00046681	27	38	17	15
E00046682	7	21	27	50
E00046683	13	32	26	48
E00046684	19	30	22	22
E00046685	11	30	20	15
E00046686	20	35	26	19
E00046687	13	42	32	45
E00046688	13	32	22	42
E00046689	15	17	19	14
E00046690	12	17	22	17
E00046691	9	32	33	44
E00046692	9	39	15	31
E00046693	26	35	21	37
E00046694	6	29	19	43
E00046695	24	33	33	23
E00046696	6	27	28	44
E00046697	13	34	37	33
E00046698	8	28	25	36
E00046699	9	21	19	41
E00046700	12	27	24	19
E00046701	3	19	25	30
E00046702	16	27	27	24
E00046703	9	22	16	13
E00046704	5	21	23	60
E00046705	8	24	21	30
E00046706	16	55	18	48
E00046707	9	11	30	24
E00046708	5	19	16	28
E00046709	12	26	26	27
E00046710	11	25	17	34
E00046711	7	27	18	33
E00046712	8	49	32	46
E00046713	4	20	14	85
E00046714	3	21	20	42
E00046715	7	28	25	63
E00046716	5	26	17	40
E00046717	12	34	19	36
E00046718	1	13	9	30
E00046719	16	40	26	35
E00046720	24	70	40	44
E00046721	17	54	32	30
E00046722	18	35	18	23
E00046723	15	26	37	21
E00046724	8	26	29	17
E00046725	4	23	22	55
E00046726	9	30	21	22
E00046727	42	24	9	7
E00046728	18	31	15	16
E00046729	36	22	9	1
E00046730	44	25	13	5
E00046731	44	24	7	5
E00046732	13	21	17	26
E00046733	10	22	19	36
E00046734	16	32	20	39
E00046735	35	25	12	12
E00046736	16	36	22	24
E00046737	19	24	23	12
E00046738	29	30	21	16
E00046739	12	33	30	21
E00046740	12	20	27	26
E00046741	11	32	16	10
E00046742	23	39	25	20
E00046743	18	23	23	15
E00046744	30	30	11	4
E00046745	18	32	25	18
E00046746	23	26	21	24
E00046747	14	29	25	47
E00046748	13	39	25	17
E00046749	20	40	19	11
E00046750	32	56	29	31
E00046751	15	37	36	24
E00046752	26	37	20	21
E00046753	22	30	25	21
E00046754	8	26	22	26
E00046755	52	81	36	36
E00046756	28	43	26	30
E00046757	24	37	37	27
E00046758	26	26	19	15
E00046759	14	30	23	30
E00046760	20	30	33	27
E00046761	12	34	23	23
E00046762	14	41	16	36
E00046763	18	52	42	30
E00046764	11	25	27	29
E00046765	4	29	31	20
E00046766	13	28	28	32
E00046767	16	22	29	15
E00046768	9	15	10	14
E00046769	10	21	34	24
E00046770	8	29	30	30
E00046771	10	25	20	27
E00046772	16	26	33	17
E00046773	6	17	9	20
E00046774	15	33	20	25
E00046775	16	32	22	25
E00046776	13	26	36	20
E00046777	22	54	32	22
E00046778	13	29	22	33
E00046779	10	24	23	22
E00046780	15	30	28	17
E00046781	12	36	26	18
E00046782	7	23	23	23
E00046783	16	25	24	27
E00046784	14	28	10	33
E00046785	6	36	29	20
E00046786	17	25	27	25
E00046787	7	17	37	44
E00046788	9	19	28	33
E00046789	8	10	23	46
E00046790	4	30	27	60
E00046791	7	19	27	34
E00046792	16	31	29	32
E00046793	13	21	24	20
E00046794	6	17	17	45
E00046795	5	32	21	35
E00046796	6	18	30	51
E00046797	7	28	35	34
E00046798	16	29	27	18
E00046799	6	20	26	40
E00046800	12	31	24	32
E00046801	14	26	19	19
E00046802	6	25	14	40
E00046803	10	31	41	41
E00046804	6	16	27	32
E00046805	10	29	29	20
E00046806	12	38	29	23
E00046807	9	24	16	17
E00046808	17	34	22	20
E00046809	7	25	14	22
E00046810	13	27	15	20
E00046811	7	26	22	18
E00046812	8	23	22	20
E00046813	8	28	25	27
E00046814	8	34	19	29
E00046815	13	28	25	21
E00046816	12	27	20	25
E00046817	5	24	30	24
E00046818	15	32	27	30
E00046819	12	30	24	28
E00046820	15	44	27	36
E00046821	10	26	21	39
E00046822	4	22	9	20
E00046823	4	35	23	23
E00046824	13	24	21	26
E00046825	9	21	24	27
E00046826	12	29	25	21
E00046827	10	36	25	24
E00046828	10	28	25	30
E00046829	8	29	37	27
E00046830	14	39	37	32
E00046831	20	41	31	27
E00046832	9	45	21	31
E00046833	13	37	19	23
E00046834	19	27	20	29
E00046835	14	29	15	41
E00046836	12	43	15	24
E00046837	15	36	15	16
E00046838	19	28	18	13
E00046839	3	6	5	10
E00046840	23	39	30	17
E00046841	12	38	15	14
E00046842	14	38	39	28
E00046843	20	29	23	31
E00046844	18	36	31	32
E00046845	8	25	26	27
E00046846	17	36	26	26
E00046847	12	31	31	33
E00046848	10	6	10	10
E00046849	9	39	24	24
E00046850	7	33	11	32
E00046851	10	41	34	21
E00046852	9	21	18	30
E00046853	18	28	24	18
E00046854	17	43	26	22
E00046855	8	38	22	37
E00046856	29	29	24	30
E00046857	18	28	40	26
E00046858	18	30	13	36
E00046859	24	25	20	28
E00046860	12	36	24	25
E00046861	14	34	23	22
E00046862	19	25	18	25
E00046863	21	29	17	24
E00046864	12	35	26	18
E00046865	20	30	20	24
E00046866	12	33	27	22
E00046867	8	27	11	22
E00046868	16	22	12	20
E00046869	13	47	14	20
E00046870	17	40	22	30
E00046871	15	35	13	21
E00046873	11	35	22	22
E00046874	20	45	12	37
E00046875	19	23	20	26
E00046876	20	24	16	18
E00046877	17	30	16	23
E00046878	12	40	21	20
E00046879	14	39	24	24
E00046880	21	19	13	14
E00046881	21	30	22	18
E00046882	13	34	27	27
E00046883	13	30	25	15
E00046884	11	36	33	29
E00046885	18	26	27	28
E00046886	11	46	33	29
E00046887	10	35	27	16
E00046888	15	33	16	16
E00046889	17	30	24	20
E00046890	10	22	18	27
E00046891	16	36	23	34
E00046892	20	30	20	15
E00046893	14	32	9	28
E00046894	15	29	16	9
E00046895	7	26	27	19
E00046896	17	30	18	18
E00046897	15	40	21	21
E00046898	11	34	16	21
E00046899	17	30	21	15
E00046900	10	42	29	21
E00046901	17	38	30	26
E00046902	6	43	20	23
E00046903	17	36	25	22
E00046904	15	27	25	27
E00046905	22	35	22	14
E00046906	4	31	21	41
E00046907	5	29	17	45
E00046908	20	42	13	16
E00046909	10	22	19	33
E00046910	38	34	12	15
E00046911	47	21	9	7
E00046912	40	14	8	6
E00046913	29	28	21	14
E00046914	10	21	19	26
E00046915	34	26	18	17
E00046916	34	24	13	13
E00046917	46	27	7	14
E00046918	61	30	8	12
E00046919	58	17	6	9
E00046920	17	27	16	16
E00046921	26	29	16	22
E00046922	27	27	21	14
E00046923	26	59	20	23
E00046924	30	38	19	8
E00046925	28	38	22	7
E00046926	58	26	8	8
E00046927	22	35	12	12
E00046928	17	36	18	23
E00046929	29	32	17	10
E00046930	10	26	20	42
E00046931	21	35	23	12
E00046932	29	22	11	28
E00046933	3	14	9	17
E00046934	30	25	19	13
E00046935	18	30	22	14
E00046936	24	28	19	23
E00046937	19	33	23	14
E00046938	25	37	21	16
E00046939	17	28	19	24
E00046940	20	21	15	32
E00046941	14	32	29	43
E00046942	31	33	12	13
E00046943	12	28	21	37
E00046944	13	26	15	26
E00046945	17	26	22	13
E00046946	5	34	20	33
E00046947	13	33	22	34
E00046948	22	36	22	15
E00046949	13	25	19	29
E00046950	10	25	22	51
E00046951	12	30	19	27
E00046952	11	24	21	48
E00046953	11	24	25	40
E00046954	13	28	21	25
E00046955	29	30	14	22
E00046956	8	24	25	36
E00046957	2	28	21	33
E00046958	13	30	16	27
E00046959	10	19	13	36
E00046960	3	20	10	53
E00046961	20	27	28	26
E00046962	1	24	17	32
E00046963	9	30	17	45
E00046964	5	30	22	40
E00046965	8	17	20	46
E00046966	10	32	24	35
E00046967	55	25	10	11
E00046968	30	26	8	12
E00046969	28	19	4	5
E00046970	27	29	9	12
E00046971	36	24	12	13
E00046973	7	22	19	35
E00046974	6	15	17	50
E00046975	8	21	31	63
E00046976	4	18	17	46
E00046977	8	26	15	49
E00046978	14	23	12	22
E00046979	29	27	27	26
E00046980	10	22	16	70
E00046981	11	20	15	53
E00046982	3	28	16	44
E00046983	14	47	22	70
E00046984	7	15	16	62
E00046985	8	20	20	43
E00046986	5	23	20	53
E00046987	10	26	9	17
E00046988	13	27	23	20
E00046989	18	21	21	22
E00046990	25	23	17	37
E00046991	14	27	14	34
E00046993	20	31	19	25
E00046994	24	28	21	14
E00046995	20	18	26	13
E00046996	22	28	20	30
E00046997	6	15	15	25
E00046998	30	37	20	17
E00046999	13	20	23	25
E00047000	31	31	16	15
E00047001	17	29	14	31
E00047002	30	39	28	28
E00047003	27	31	24	24
E00047004	21	28	19	26
E00047005	9	35	13	31
E00047006	12	19	6	11
E00047007	25	44	19	19
E00047009	18	22	21	27
E00047010	21	23	12	19
E00047011	13	46	23	32
E00047012	17	49	10	20
E00047013	16	19	21	29
E00047014	20	40	15	25
E00047015	9	21	19	53
E00047016	26	22	15	9
E00047017	18	39	32	43
E00047019	18	41	19	52
E00047020	10	34	15	37
E00047021	16	38	16	23
E00047022	22	38	15	43
E00047024	6	25	16	37
E00047025	41	36	14	31
E00047026	19	40	15	59
E00047027	14	23	26	43
E00047028	14	29	26	40
E00047030	9	24	16	18
E00047031	17	22	15	38
E00047032	5	28	20	70
E00047033	10	24	27	63
E00047034	11	20	13	42
E00047035	20	27	21	39
E00047036	13	21	26	44
E00047037	10	24	22	32
E00047038	9	26	8	43
E00047039	13	23	19	56
E00047040	10	17	22	26
E00047041	15	23	24	53
E00047042	6	16	15	42
E00047043	16	31	23	51
E00047044	4	21	18	34
E00047045	13	22	18	44
E00047047	9	13	13	54
E00047048	13	25	22	40
E00047049	3	18	14	39
E00047050	5	28	19	44
E00047051	11	28	24	61
E00047052	15	18	21	29
E00047053	8	24	16	77
E00047054	7	25	26	58
E00047055	6	34	23	51
E00047056	35	46	7	19
E00047057	7	97	5	14
E00047058	7	78	2	7
E00047059	17	35	13	25
E00047060	2	77	2	6
E00047061	17	18	9	7
E00047062	37	44	10	10
E00047063	5	80	5	12
E00047064	18	42	7	19
E00047065	15	47	6	18
E00047066	17	39	14	15
E00047067	4	85	7	7
E00047068	15	70	4	27
E00047069	27	39	16	16
E00047070	39	42	16	9
E00047071	28	44	17	14
E00047072	36	40	12	7
E00047073	31	35	13	29
E00047074	3	80	3	10
E00047075	15	53	6	15
E00047076	10	87	13	7
E00047077	8	49	15	35
E00047078	18	52	17	23
E00047079	18	37	12	26
E00047080	23	28	7	13
E00047081	29	37	10	10
E00047082	44	40	14	32
E00047083	18	28	11	22
E00047084	29	14	8	3
E00047085	28	37	18	37
E00047086	41	45	10	15
E00047087	32	40	19	27
E00047088	49	26	15	20
E00047089	10	33	27	59
E00047090	38	56	17	24
E00047091	35	57	17	22
E00047092	27	32	11	12
E00047093	30	46	9	10
E00047094	49	33	9	5
E00047095	32	28	10	28
E00047096	42	19	11	6
E00047097	32	44	21	18
E00047098	27	20	12	8
E00047099	24	29	8	14
E00047100	51	28	15	20
E00047101	32	38	16	15
E00047102	40	24	9	5
E00047103	32	46	15	14
E00047104	47	32	7	5
E00047105	36	18	2	2
E00047107	49	36	11	6
E00047109	7	87	2	9
E00047110	42	28	8	6
E00047111	3	97	3	15
E00047112	47	41	5	9
E00047113	36	14	3	3
E00047114	4	86	4	5
E00047116	1	74	4	15
E00047117	6	105	3	11
E00047118	10	29	14	43
E00047119	26	32	15	14
E00047120	33	31	9	18
E00047121	20	47	3	5
E00047122	12	94	8	21
E00047123	22	33	10	30
E00047124	8	80	1	7
E00047125	1	58	2	12
E00047126	39	30	15	17
E00047127	46	49	22	8
E00047128	8	32	23	44
E00047129	30	39	15	15
E00047130	15	24	28	38
E00047131	11	104	5	13
E00047134	37	32	11	13
E00047135	16	95	6	16
E00047136	7	23	32	60
E00047137	4	31	16	53
E00047138	10	23	21	31
E00047139	7	29	19	44
E00047140	8	47	32	52
E00047141	12	34	39	47
E00047142	3	16	12	39
E00047143	6	24	30	26
E00047144	7	22	26	57
E00047145	7	30	32	44
E00047146	4	14	22	36
E00047147	2	27	24	38
E00047148	4	29	27	43
E00047149	2	21	14	58
E00047150	7	36	22	46
E00047151	4	26	20	56
E00047152	9	24	24	41
E00047153	3	23	24	49
E00047154	3	24	25	41
E00047155	9	32	16	43
E00047156	7	20	23	43
E00047157	4	20	24	46
E00047158	6	21	15	28
E00047159	5	24	16	48
E00047160	3	26	32	61
E00047161	5	21	22	42
E00047162	6	12	20	50
E00047163	3	19	15	46
E00047164	6	22	40	37
E00047165	1	20	30	50
E00047166	19	26	30	42
E00047167	5	21	26	48
E00047168	4	16	23	52
E00047169	6	12	18	49
E00047170	8	27	21	25
E00047171	1	17	19	35
E00047172	11	17	14	21
E00047173	4	17	23	32
E00047174	10	30	17	21
E00047175	5	17	21	35
E00047176	7	37	29	41
E00047177	3	24	26	37
E00047178	5	27	14	48
E00047179	1	23	16	57
E00047180	8	25	30	45
E00047181	8	28	23	35
E00047182	8	19	18	29
E00047183	10	29	19	44
E00047184	5	18	13	41
E00047185	17	32	31	31
E00047186	7	19	28	40
E00047187	5	27	26	45
E00047188	5	17	20	40
E00047189	3	30	24	49
E00047190	4	23	25	46
E00047191	5	24	24	64
E00047192	1	18	23	45
E00047193	7	30	26	49
E00047194	14	51	39	74
E00047195	5	16	15	56
E00047196	1	17	12	31
